/home/zzydty/minigrid-a2c-ppo-dqn/scripts/train.py --env MiniGrid-FourDoor-v0 --algo dqn --model dqn-partial_obs-2 --frames 1000000 --procs 1 --batch-size 300 --max-memory 1500 --seed 2 --update-interval 20

Namespace(algo='dqn', batch_size=300, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env='MiniGrid-FourDoor-v0', episodes=10000000, epochs=4, frames=1000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, max_memory=1500, mem=False, model='dqn-partial_obs-2', optim_alpha=0.99, optim_eps=1e-08, procs=1, recurrence=1, save_interval=100, seed=2, text=False, update_interval=20, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

QModel(
  (conv1): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
  (conv2): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
  (conv3): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (head): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=5, bias=True)
  )
)

Optimizer loaded

U 1 | E 1 | F 000324 | FPS 3849 | D 0 | rR:μσmM 0.02 0.19 0.00 2.00 | pL 0.025
U 9425 | E 9425 | F 924912 | FPS 2739 | D 299 | rR:μσmM 13.24 113.94 0.00 1000.00 | pL 19.982
U 9426 | E 9426 | F 925106 | FPS 3658 | D 299 | rR:μσmM 5.19 71.61 0.00 1000.00 | pL 3.419
U 9427 | E 9427 | F 925269 | FPS 3395 | D 299 | rR:μσmM 6.18 78.08 0.00 1000.00 | pL 0.120
U 9428 | E 9428 | F 925347 | FPS 2809 | D 299 | rR:μσmM 12.90 112.49 0.00 1000.00 | pL 10.078
U 9429 | E 9429 | F 925435 | FPS 3089 | D 299 | rR:μσmM 11.43 105.99 0.00 1000.00 | pL 3.428
U 9430 | E 9430 | F 925527 | FPS 3298 | D 299 | rR:μσmM 10.91 103.68 0.00 1000.00 | pL 13.396
U 9431 | E 9431 | F 925589 | FPS 2834 | D 299 | rR:μσmM 16.19 125.96 0.00 1000.00 | pL 10.072
U 9432 | E 9432 | F 925688 | FPS 3059 | D 299 | rR:μσmM 10.16 99.99 0.00 1000.00 | pL 3.394
U 9433 | E 9433 | F 925714 | FPS 1904 | D 299 | rR:μσmM 38.69 192.26 0.00 1000.00 | pL 9.996
U 9434 | E 9434 | F 925781 | FPS 2810 | D 299 | rR:μσmM 14.99 121.25 0.00 1000.00 | pL 13.328
U 9435 | E 9435 | F 925915 | FPS 3436 | D 299 | rR:μσmM 7.49 86.06 0.00 1000.00 | pL 10.002
U 9436 | E 9436 | F 926010 | FPS 3178 | D 299 | rR:μσmM 10.57 102.05 0.00 1000.00 | pL 23.252
U 9437 | E 9437 | F 926114 | FPS 3183 | D 299 | rR:μσmM 9.67 97.58 0.00 1000.00 | pL 16.619
U 9438 | E 9438 | F 926262 | FPS 3423 | D 299 | rR:μσmM 6.80 81.92 0.00 1000.00 | pL 19.944
U 9439 | E 9439 | F 926318 | FPS 2845 | D 299 | rR:μσmM 17.96 132.42 0.00 1000.00 | pL 10.000
U 9440 | E 9440 | F 926388 | FPS 2906 | D 299 | rR:μσmM 14.34 118.66 0.00 1000.00 | pL 10.190
U 9441 | E 9441 | F 926474 | FPS 2615 | D 299 | rR:μσmM 11.67 107.20 0.00 1000.00 | pL 13.430
U 9442 | E 9442 | F 926544 | FPS 2930 | D 299 | rR:μσmM 14.37 118.66 0.00 1000.00 | pL 16.732
U 9443 | E 9443 | F 926599 | FPS 2532 | D 299 | rR:μσmM 18.29 133.59 0.00 1000.00 | pL 20.042
U 9444 | E 9444 | F 926647 | FPS 2486 | D 300 | rR:μσmM 20.96 142.81 0.00 1000.00 | pL 13.361
U 9445 | E 9445 | F 926760 | FPS 3114 | D 300 | rR:μσmM 8.90 93.65 0.00 1000.00 | pL 10.063
U 9446 | E 9446 | F 926853 | FPS 3251 | D 300 | rR:μσmM 10.80 103.13 0.00 1000.00 | pL 10.022
U 9447 | E 9447 | F 926936 | FPS 2894 | D 300 | rR:μσmM 12.12 109.09 0.00 1000.00 | pL 6.708
U 9448 | E 9448 | F 926987 | FPS 2588 | D 300 | rR:μσmM 19.73 138.63 0.00 1000.00 | pL 19.979
U 9449 | E 9449 | F 927053 | FPS 2780 | D 300 | rR:μσmM 15.21 122.15 0.00 1000.00 | pL 10.015
U 9450 | E 9450 | F 927123 | FPS 3059 | D 300 | rR:μσmM 14.34 118.66 0.00 1000.00 | pL 3.412
U 9451 | E 9451 | F 927201 | FPS 3045 | D 300 | rR:μσmM 12.90 112.49 0.00 1000.00 | pL 13.361
U 9452 | E 9452 | F 927261 | FPS 2524 | D 300 | rR:μσmM 16.77 128.01 0.00 1000.00 | pL 13.351
U 9453 | E 9453 | F 927315 | FPS 2654 | D 300 | rR:μσmM 18.59 134.81 0.00 1000.00 | pL 13.376
U 9454 | E 9454 | F 927371 | FPS 2685 | D 300 | rR:μσmM 17.96 132.42 0.00 1000.00 | pL 10.021
U 9455 | E 9455 | F 927431 | FPS 2666 | D 300 | rR:μσmM 16.77 128.01 0.00 1000.00 | pL 23.282
U 9456 | E 9456 | F 927480 | FPS 2624 | D 300 | rR:μσmM 20.49 141.38 0.00 1000.00 | pL 3.411
U 9457 | E 9457 | F 927518 | FPS 2400 | D 300 | rR:μσmM 26.42 160.06 0.00 1000.00 | pL 13.386
U 9458 | E 9458 | F 927614 | FPS 3079 | D 300 | rR:μσmM 10.46 101.53 0.00 1000.00 | pL 6.721
U 9459 | E 9459 | F 927671 | FPS 2825 | D 300 | rR:μσmM 17.65 131.27 0.00 1000.00 | pL 26.623
U 9460 | E 9460 | F 927720 | FPS 2474 | D 300 | rR:μσmM 20.53 141.38 0.00 1000.00 | pL 6.915
U 9461 | E 9461 | F 927767 | FPS 2316 | D 300 | rR:μσmM 21.36 144.29 0.00 1000.00 | pL 3.530
U 9462 | E 9462 | F 927876 | FPS 3174 | D 300 | rR:μσmM 9.21 95.34 0.00 1000.00 | pL 3.515
U 9463 | E 9463 | F 927904 | FPS 2036 | D 300 | rR:μσmM 35.93 185.54 0.00 1000.00 | pL 16.764
U 9464 | E 9464 | F 928024 | FPS 3273 | D 300 | rR:μσmM 8.38 90.90 0.00 1000.00 | pL 13.374
U 9465 | E 9465 | F 928102 | FPS 2880 | D 300 | rR:μσmM 12.90 112.49 0.00 1000.00 | pL 16.710
U 9466 | E 9466 | F 928177 | FPS 2666 | D 300 | rR:μσmM 13.39 114.69 0.00 1000.00 | pL 23.325
U 9467 | E 9467 | F 928328 | FPS 3382 | D 300 | rR:μσmM 6.65 81.11 0.00 1000.00 | pL 20.029
U 9468 | E 9468 | F 928525 | FPS 3750 | D 300 | rR:μσmM 5.10 71.06 0.00 1000.00 | pL 13.393
U 9469 | E 9469 | F 928600 | FPS 2803 | D 300 | rR:μσmM 13.39 114.69 0.00 1000.00 | pL 13.377
U 9470 | E 9470 | F 928719 | FPS 3360 | D 300 | rR:μσmM 8.44 91.28 0.00 1000.00 | pL 19.991
U 9471 | E 9471 | F 928789 | FPS 3101 | D 300 | rR:μσmM 14.34 118.66 0.00 1000.00 | pL 13.499
U 9472 | E 9472 | F 928829 | FPS 2272 | D 300 | rR:μσmM 25.10 156.11 0.00 1000.00 | pL 16.806
U 9473 | E 9473 | F 928898 | FPS 2694 | D 300 | rR:μσmM 14.55 119.50 0.00 1000.00 | pL 13.405
U 9474 | E 9474 | F 928946 | FPS 2512 | D 300 | rR:μσmM 20.96 142.81 0.00 1000.00 | pL 10.099
U 9475 | E 9475 | F 929097 | FPS 3440 | D 300 | rR:μσmM 6.65 81.11 0.00 1000.00 | pL 13.349
U 9476 | E 9476 | F 929252 | FPS 3464 | D 300 | rR:μσmM 6.48 80.06 0.00 1000.00 | pL 13.386
U 9477 | E 9477 | F 929399 | FPS 3282 | D 300 | rR:μσmM 6.84 82.19 0.00 1000.00 | pL 0.126
U 9478 | E 9478 | F 929478 | FPS 2904 | D 300 | rR:μσmM 12.73 111.79 0.00 1000.00 | pL 10.051
U 9479 | E 9479 | F 929548 | FPS 2643 | D 300 | rR:μσmM 14.34 118.66 0.00 1000.00 | pL 10.064
U 9480 | E 9480 | F 929660 | FPS 3150 | D 301 | rR:μσmM 8.98 94.06 0.00 1000.00 | pL 3.572
U 9481 | E 9481 | F 929739 | FPS 2924 | D 301 | rR:μσmM 12.71 111.79 0.00 1000.00 | pL 10.204
U 9482 | E 9482 | F 929791 | FPS 2743 | D 301 | rR:μσmM 19.31 137.32 0.00 1000.00 | pL 6.828
U 9483 | E 9483 | F 929875 | FPS 2941 | D 301 | rR:μσmM 11.95 108.45 0.00 1000.00 | pL 6.843
U 9484 | E 9484 | F 929965 | FPS 3123 | D 301 | rR:μσmM 11.18 104.82 0.00 1000.00 | pL 13.406
U 9485 | E 9485 | F 930082 | FPS 3293 | D 301 | rR:μσmM 8.58 92.05 0.00 1000.00 | pL 13.403
U 9486 | E 9486 | F 930129 | FPS 2448 | D 301 | rR:μσmM 21.36 144.29 0.00 1000.00 | pL 0.159
U 9487 | E 9487 | F 930173 | FPS 2332 | D 301 | rR:μσmM 22.82 149.02 0.00 1000.00 | pL 13.353
U 9488 | E 9488 | F 930273 | FPS 3077 | D 301 | rR:μσmM 10.04 99.50 0.00 1000.00 | pL 29.887
U 9489 | E 9489 | F 930357 | FPS 2978 | D 301 | rR:μσmM 11.98 108.45 0.00 1000.00 | pL 10.052
U 9490 | E 9490 | F 930386 | FPS 1993 | D 301 | rR:μσmM 34.62 182.44 0.00 1000.00 | pL 10.004
U 9491 | E 9491 | F 930517 | FPS 3321 | D 301 | rR:μσmM 7.66 87.03 0.00 1000.00 | pL 10.038
U 9492 | E 9492 | F 930575 | FPS 2646 | D 301 | rR:μσmM 17.31 130.16 0.00 1000.00 | pL 3.414
U 9493 | E 9493 | F 930661 | FPS 3200 | D 301 | rR:μσmM 11.70 107.20 0.00 1000.00 | pL 16.665
U 9494 | E 9494 | F 930714 | FPS 2479 | D 301 | rR:μσmM 18.94 136.05 0.00 1000.00 | pL 19.957
U 9495 | E 9495 | F 930755 | FPS 2239 | D 301 | rR:μσmM 24.54 154.24 0.00 1000.00 | pL 10.005
U 9496 | E 9496 | F 930813 | FPS 2683 | D 301 | rR:μσmM 17.31 130.16 0.00 1000.00 | pL 23.292
U 9497 | E 9497 | F 930933 | FPS 3234 | D 301 | rR:μσmM 8.37 90.90 0.00 1000.00 | pL 10.041
U 9498 | E 9498 | F 930997 | FPS 2621 | D 301 | rR:μσmM 15.69 124.01 0.00 1000.00 | pL 16.662
U 9499 | E 9499 | F 931094 | FPS 3024 | D 301 | rR:μσmM 10.37 101.00 0.00 1000.00 | pL 6.725
U 9500 | E 9500 | F 931155 | FPS 2761 | D 301 | rR:μσmM 16.46 126.98 0.00 1000.00 | pL 23.480
Status saved
U 9501 | E 9501 | F 931194 | FPS 2308 | D 301 | rR:μσmM 25.74 158.05 0.00 1000.00 | pL 16.738
U 9502 | E 9502 | F 931317 | FPS 3308 | D 301 | rR:μσmM 8.16 89.80 0.00 1000.00 | pL 10.087
U 9503 | E 9503 | F 931369 | FPS 2556 | D 301 | rR:μσmM 19.35 137.32 0.00 1000.00 | pL 10.055
U 9504 | E 9504 | F 931397 | FPS 1890 | D 301 | rR:μσmM 35.86 185.55 0.00 1000.00 | pL 10.036
U 9505 | E 9505 | F 931513 | FPS 3111 | D 301 | rR:μσmM 8.67 92.44 0.00 1000.00 | pL 6.748
U 9506 | E 9506 | F 931608 | FPS 3091 | D 301 | rR:μσmM 10.59 102.05 0.00 1000.00 | pL 13.378
U 9507 | E 9507 | F 931634 | FPS 1840 | D 301 | rR:μσmM 38.62 192.28 0.00 1000.00 | pL 13.360
U 9508 | E 9508 | F 931698 | FPS 2885 | D 301 | rR:μσmM 15.69 124.01 0.00 1000.00 | pL 6.712
U 9509 | E 9509 | F 931859 | FPS 3264 | D 301 | rR:μσmM 6.24 78.56 0.00 1000.00 | pL 10.056
U 9510 | E 9510 | F 931991 | FPS 3279 | D 301 | rR:μσmM 7.61 86.71 0.00 1000.00 | pL 13.358
U 9511 | E 9511 | F 932030 | FPS 2291 | D 301 | rR:μσmM 25.74 158.05 0.00 1000.00 | pL 16.661
U 9512 | E 9512 | F 932095 | FPS 2069 | D 301 | rR:μσmM 15.48 123.07 0.00 1000.00 | pL 16.663
U 9513 | E 9513 | F 932155 | FPS 2764 | D 301 | rR:μσmM 16.73 128.01 0.00 1000.00 | pL 10.057
U 9514 | E 9514 | F 932212 | FPS 2573 | D 301 | rR:μσmM 17.61 131.28 0.00 1000.00 | pL 16.669
U 9515 | E 9515 | F 932277 | FPS 2818 | D 301 | rR:μσmM 15.45 123.07 0.00 1000.00 | pL 6.705
U 9516 | E 9516 | F 932367 | FPS 3099 | D 301 | rR:μσmM 11.16 104.82 0.00 1000.00 | pL 3.384
U 9517 | E 9517 | F 932500 | FPS 3305 | D 302 | rR:μσmM 7.56 86.38 0.00 1000.00 | pL 10.033
U 9518 | E 9518 | F 932570 | FPS 2747 | D 302 | rR:μσmM 14.34 118.66 0.00 1000.00 | pL 13.325
U 9519 | E 9519 | F 932693 | FPS 3242 | D 302 | rR:μσmM 8.16 89.80 0.00 1000.00 | pL 10.032
U 9520 | E 9520 | F 932781 | FPS 3099 | D 302 | rR:μσmM 11.43 105.99 0.00 1000.00 | pL 10.283
U 9521 | E 9521 | F 932841 | FPS 2782 | D 302 | rR:μσmM 16.73 128.01 0.00 1000.00 | pL 16.744
U 9522 | E 9522 | F 932892 | FPS 2542 | D 302 | rR:μσmM 19.69 138.64 0.00 1000.00 | pL 20.049
U 9523 | E 9523 | F 932941 | FPS 2643 | D 302 | rR:μσmM 20.53 141.38 0.00 1000.00 | pL 10.095
U 9524 | E 9524 | F 933008 | FPS 2656 | D 302 | rR:μσmM 15.01 121.24 0.00 1000.00 | pL 16.684
U 9525 | E 9525 | F 933156 | FPS 3310 | D 302 | rR:μσmM 6.80 81.92 0.00 1000.00 | pL 10.042
U 9526 | E 9526 | F 933197 | FPS 2429 | D 302 | rR:μσmM 24.49 154.24 0.00 1000.00 | pL 16.702
U 9527 | E 9527 | F 933278 | FPS 2984 | D 302 | rR:μσmM 12.42 110.42 0.00 1000.00 | pL 13.347
U 9528 | E 9528 | F 933319 | FPS 2296 | D 302 | rR:μσmM 24.49 154.24 0.00 1000.00 | pL 6.783
U 9529 | E 9529 | F 933373 | FPS 2585 | D 302 | rR:μσmM 18.59 134.81 0.00 1000.00 | pL 3.434
U 9530 | E 9530 | F 933445 | FPS 2945 | D 302 | rR:μσmM 13.94 117.02 0.00 1000.00 | pL 20.003
U 9531 | E 9531 | F 933519 | FPS 2741 | D 302 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 13.421
U 9532 | E 9532 | F 933576 | FPS 2609 | D 302 | rR:μσmM 17.61 131.28 0.00 1000.00 | pL 10.029
U 9533 | E 9533 | F 933605 | FPS 1876 | D 302 | rR:μσmM 34.62 182.44 0.00 1000.00 | pL 20.002
U 9534 | E 9534 | F 933685 | FPS 3012 | D 302 | rR:μσmM 12.57 111.09 0.00 1000.00 | pL 13.356
U 9535 | E 9535 | F 933736 | FPS 2631 | D 302 | rR:μσmM 19.69 138.64 0.00 1000.00 | pL 16.670
U 9536 | E 9536 | F 933918 | FPS 3511 | D 302 | rR:μσmM 5.53 73.92 0.00 1000.00 | pL 6.772
U 9537 | E 9537 | F 933992 | FPS 2990 | D 302 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 16.754
U 9538 | E 9538 | F 934029 | FPS 2158 | D 302 | rR:μσmM 27.19 162.14 0.00 1000.00 | pL 13.388
U 9539 | E 9539 | F 934132 | FPS 3224 | D 302 | rR:μσmM 9.77 98.05 0.00 1000.00 | pL 13.364
U 9540 | E 9540 | F 934289 | FPS 3320 | D 302 | rR:μσmM 6.41 79.55 0.00 1000.00 | pL 3.586
U 9541 | E 9541 | F 934406 | FPS 3256 | D 302 | rR:μσmM 8.60 92.05 0.00 1000.00 | pL 13.452
U 9542 | E 9542 | F 934512 | FPS 3156 | D 302 | rR:μσmM 9.49 96.66 0.00 1000.00 | pL 26.686
U 9543 | E 9543 | F 934552 | FPS 2271 | D 302 | rR:μσmM 25.10 156.11 0.00 1000.00 | pL 6.811
U 9544 | E 9544 | F 934651 | FPS 3042 | D 302 | rR:μσmM 10.14 99.99 0.00 1000.00 | pL 6.768
U 9545 | E 9545 | F 934731 | FPS 3118 | D 302 | rR:μσmM 12.57 111.09 0.00 1000.00 | pL 10.104
U 9546 | E 9546 | F 934799 | FPS 3019 | D 302 | rR:μσmM 14.79 120.36 0.00 1000.00 | pL 6.765
U 9547 | E 9547 | F 934828 | FPS 1928 | D 302 | rR:μσmM 34.62 182.44 0.00 1000.00 | pL 20.016
U 9548 | E 9548 | F 934859 | FPS 1985 | D 302 | rR:μσmM 32.39 176.66 0.00 1000.00 | pL 13.391
U 9549 | E 9549 | F 934920 | FPS 2771 | D 302 | rR:μσmM 16.46 126.98 0.00 1000.00 | pL 6.786
U 9550 | E 9550 | F 935008 | FPS 3206 | D 302 | rR:μσmM 11.41 105.99 0.00 1000.00 | pL 6.782
U 9551 | E 9551 | F 935080 | FPS 2815 | D 302 | rR:μσmM 13.97 117.02 0.00 1000.00 | pL 13.398
U 9552 | E 9552 | F 935173 | FPS 3132 | D 302 | rR:μσmM 10.82 103.13 0.00 1000.00 | pL 19.994
U 9553 | E 9553 | F 935259 | FPS 3208 | D 302 | rR:μσmM 11.70 107.20 0.00 1000.00 | pL 13.378
U 9554 | E 9554 | F 935354 | FPS 3053 | D 303 | rR:μσmM 10.59 102.05 0.00 1000.00 | pL 3.423
U 9555 | E 9555 | F 935420 | FPS 2792 | D 303 | rR:μσmM 15.21 122.15 0.00 1000.00 | pL 6.785
U 9556 | E 9556 | F 935556 | FPS 3552 | D 303 | rR:μσmM 7.38 85.43 0.00 1000.00 | pL 13.400
U 9557 | E 9557 | F 935632 | FPS 3030 | D 303 | rR:μσmM 13.21 113.95 0.00 1000.00 | pL 13.388
U 9558 | E 9558 | F 935685 | FPS 2541 | D 303 | rR:μσmM 18.94 136.05 0.00 1000.00 | pL 10.075
U 9559 | E 9559 | F 935767 | FPS 2898 | D 303 | rR:μσmM 12.24 109.75 0.00 1000.00 | pL 13.354
U 9560 | E 9560 | F 935799 | FPS 1928 | D 303 | rR:μσmM 31.38 173.97 0.00 1000.00 | pL 13.531
U 9561 | E 9561 | F 935841 | FPS 2402 | D 303 | rR:μσmM 23.90 152.44 0.00 1000.00 | pL 16.815
U 9562 | E 9562 | F 935925 | FPS 2947 | D 303 | rR:μσmM 11.98 108.45 0.00 1000.00 | pL 20.073
U 9563 | E 9563 | F 936004 | FPS 2983 | D 303 | rR:μσmM 12.71 111.79 0.00 1000.00 | pL 6.779
U 9564 | E 9564 | F 936051 | FPS 2419 | D 303 | rR:μσmM 21.36 144.29 0.00 1000.00 | pL 10.185
U 9565 | E 9565 | F 936125 | FPS 3002 | D 303 | rR:μσmM 13.57 115.45 0.00 1000.00 | pL 23.400
U 9566 | E 9566 | F 936190 | FPS 2731 | D 303 | rR:μσmM 15.48 123.07 0.00 1000.00 | pL 23.448
U 9567 | E 9567 | F 936299 | FPS 3319 | D 303 | rR:μσmM 9.23 95.34 0.00 1000.00 | pL 20.061
U 9568 | E 9568 | F 936352 | FPS 2624 | D 303 | rR:μσmM 18.94 136.05 0.00 1000.00 | pL 20.048
U 9569 | E 9569 | F 936463 | FPS 3192 | D 303 | rR:μσmM 9.06 94.48 0.00 1000.00 | pL 10.066
U 9570 | E 9570 | F 936519 | FPS 2538 | D 303 | rR:μσmM 17.96 132.42 0.00 1000.00 | pL 13.376
U 9571 | E 9571 | F 936599 | FPS 2927 | D 303 | rR:μσmM 12.57 111.09 0.00 1000.00 | pL 6.735
U 9572 | E 9572 | F 936721 | FPS 3334 | D 303 | rR:μσmM 8.23 90.16 0.00 1000.00 | pL 20.016
U 9573 | E 9573 | F 936770 | FPS 2537 | D 303 | rR:μσmM 20.49 141.38 0.00 1000.00 | pL 10.087
U 9574 | E 9574 | F 936854 | FPS 2812 | D 303 | rR:μσmM 11.98 108.45 0.00 1000.00 | pL 10.062
U 9575 | E 9575 | F 937060 | FPS 3658 | D 303 | rR:μσmM 4.88 69.50 0.00 1000.00 | pL 10.031
U 9576 | E 9576 | F 937125 | FPS 2609 | D 303 | rR:μσmM 15.45 123.07 0.00 1000.00 | pL 16.667
U 9577 | E 9577 | F 937235 | FPS 3391 | D 303 | rR:μσmM 9.15 94.91 0.00 1000.00 | pL 19.979
U 9578 | E 9578 | F 937314 | FPS 2944 | D 303 | rR:μσmM 12.71 111.79 0.00 1000.00 | pL 16.697
U 9579 | E 9579 | F 937409 | FPS 2938 | D 303 | rR:μσmM 10.57 102.05 0.00 1000.00 | pL 19.984
U 9580 | E 9580 | F 937628 | FPS 3638 | D 303 | rR:μσmM 4.59 67.42 0.00 1000.00 | pL 6.955
U 9581 | E 9581 | F 937714 | FPS 3071 | D 303 | rR:μσmM 11.67 107.20 0.00 1000.00 | pL 6.855
U 9582 | E 9582 | F 937777 | FPS 2719 | D 303 | rR:μσmM 15.94 124.98 0.00 1000.00 | pL 10.124
U 9583 | E 9583 | F 937881 | FPS 3200 | D 303 | rR:μσmM 9.67 97.58 0.00 1000.00 | pL 13.475
U 9584 | E 9584 | F 937939 | FPS 2690 | D 303 | rR:μσmM 17.31 130.16 0.00 1000.00 | pL 6.792
U 9585 | E 9585 | F 937999 | FPS 2668 | D 303 | rR:μσmM 16.73 128.01 0.00 1000.00 | pL 20.054
U 9586 | E 9586 | F 938046 | FPS 2366 | D 303 | rR:μσmM 21.36 144.29 0.00 1000.00 | pL 10.038
U 9587 | E 9587 | F 938111 | FPS 2897 | D 303 | rR:μσmM 15.45 123.07 0.00 1000.00 | pL 6.738
U 9588 | E 9588 | F 938171 | FPS 2674 | D 303 | rR:μσmM 16.73 128.01 0.00 1000.00 | pL 23.300
U 9589 | E 9589 | F 938254 | FPS 2976 | D 304 | rR:μσmM 12.10 109.10 0.00 1000.00 | pL 10.083
U 9590 | E 9590 | F 938325 | FPS 2931 | D 304 | rR:μσmM 14.14 117.83 0.00 1000.00 | pL 10.110
U 9591 | E 9591 | F 938401 | FPS 3031 | D 304 | rR:μσmM 13.21 113.95 0.00 1000.00 | pL 6.756
U 9592 | E 9592 | F 938575 | FPS 3648 | D 304 | rR:μσmM 5.77 75.59 0.00 1000.00 | pL 13.365
U 9593 | E 9593 | F 938649 | FPS 2896 | D 304 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 13.380
U 9594 | E 9594 | F 938754 | FPS 3121 | D 304 | rR:μσmM 9.58 97.12 0.00 1000.00 | pL 6.741
U 9595 | E 9595 | F 938799 | FPS 2498 | D 304 | rR:μσmM 22.31 147.39 0.00 1000.00 | pL 6.729
U 9596 | E 9596 | F 938886 | FPS 2991 | D 304 | rR:μσmM 11.54 106.59 0.00 1000.00 | pL 16.745
U 9597 | E 9597 | F 939043 | FPS 3480 | D 304 | rR:μσmM 6.41 79.55 0.00 1000.00 | pL 10.070
U 9598 | E 9598 | F 939083 | FPS 2192 | D 304 | rR:μσmM 25.10 156.11 0.00 1000.00 | pL 10.158
U 9599 | E 9599 | F 939142 | FPS 2634 | D 304 | rR:μσmM 17.05 129.07 0.00 1000.00 | pL 16.688
U 9600 | E 9600 | F 939216 | FPS 2838 | D 304 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 16.827
Status saved
U 9601 | E 9601 | F 939363 | FPS 3610 | D 304 | rR:μσmM 6.83 82.20 0.00 1000.00 | pL 6.839
U 9602 | E 9602 | F 939437 | FPS 2752 | D 304 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 20.050
U 9603 | E 9603 | F 939488 | FPS 2454 | D 304 | rR:μσmM 19.69 138.64 0.00 1000.00 | pL 13.380
U 9604 | E 9604 | F 939790 | FPS 3812 | D 304 | rR:μσmM 3.33 57.45 0.00 1000.00 | pL 13.381
U 9605 | E 9605 | F 939857 | FPS 2905 | D 304 | rR:μσmM 15.01 121.24 0.00 1000.00 | pL 6.754
U 9606 | E 9606 | F 940017 | FPS 3513 | D 304 | rR:μσmM 6.29 78.81 0.00 1000.00 | pL 10.124
U 9607 | E 9607 | F 940111 | FPS 3128 | D 304 | rR:μσmM 10.68 102.59 0.00 1000.00 | pL 6.788
U 9608 | E 9608 | F 940162 | FPS 2422 | D 304 | rR:μσmM 19.73 138.63 0.00 1000.00 | pL 6.735
U 9609 | E 9609 | F 940266 | FPS 3284 | D 304 | rR:μσmM 9.67 97.58 0.00 1000.00 | pL 16.722
U 9610 | E 9610 | F 940346 | FPS 2901 | D 304 | rR:μσmM 12.57 111.09 0.00 1000.00 | pL 0.138
U 9611 | E 9611 | F 940393 | FPS 2437 | D 304 | rR:μσmM 21.40 144.29 0.00 1000.00 | pL 10.041
U 9612 | E 9612 | F 940452 | FPS 2648 | D 304 | rR:μσmM 17.02 129.07 0.00 1000.00 | pL 20.007
U 9613 | E 9613 | F 940539 | FPS 3012 | D 304 | rR:μσmM 11.56 106.59 0.00 1000.00 | pL 3.434
U 9614 | E 9614 | F 940617 | FPS 3055 | D 304 | rR:μσmM 12.92 112.49 0.00 1000.00 | pL 6.713
U 9615 | E 9615 | F 940689 | FPS 2902 | D 304 | rR:μσmM 13.94 117.02 0.00 1000.00 | pL 10.098
U 9616 | E 9616 | F 940794 | FPS 3272 | D 304 | rR:μσmM 9.56 97.12 0.00 1000.00 | pL 6.806
U 9617 | E 9617 | F 940913 | FPS 3305 | D 304 | rR:μσmM 8.44 91.28 0.00 1000.00 | pL 6.819
U 9618 | E 9618 | F 940979 | FPS 2875 | D 304 | rR:μσmM 15.21 122.15 0.00 1000.00 | pL 13.410
U 9619 | E 9619 | F 941018 | FPS 2177 | D 304 | rR:μσmM 25.74 158.05 0.00 1000.00 | pL 10.074
U 9620 | E 9620 | F 941066 | FPS 2494 | D 304 | rR:μσmM 20.92 142.81 0.00 1000.00 | pL 16.826
U 9621 | E 9621 | F 941176 | FPS 3214 | D 304 | rR:μσmM 9.15 94.91 0.00 1000.00 | pL 23.361
U 9622 | E 9622 | F 941217 | FPS 2468 | D 304 | rR:μσmM 24.54 154.24 0.00 1000.00 | pL 3.491
U 9623 | E 9623 | F 941314 | FPS 3140 | D 305 | rR:μσmM 10.35 101.01 0.00 1000.00 | pL 10.088
U 9624 | E 9624 | F 941380 | FPS 2877 | D 305 | rR:μσmM 15.21 122.15 0.00 1000.00 | pL 10.055
U 9625 | E 9625 | F 941492 | FPS 3249 | D 305 | rR:μσmM 8.96 94.07 0.00 1000.00 | pL 13.367
U 9626 | E 9626 | F 941575 | FPS 2878 | D 305 | rR:μσmM 12.12 109.09 0.00 1000.00 | pL 10.043
U 9627 | E 9627 | F 941655 | FPS 3014 | D 305 | rR:μσmM 12.55 111.10 0.00 1000.00 | pL 10.039
U 9628 | E 9628 | F 941702 | FPS 2547 | D 305 | rR:μσmM 21.40 144.29 0.00 1000.00 | pL 13.409
U 9629 | E 9629 | F 941755 | FPS 2469 | D 305 | rR:μσmM 18.98 136.04 0.00 1000.00 | pL 6.736
